Date,Ticker,Prix_Cloture,Rendement,SMA_50,SMA_200
2019-01-02,AAPL,37.5752067565918,,,
2019-01-03,AAPL,33.83244323730469,-0.09960726346849758,,
2019-01-04,AAPL,35.2767219543457,0.042689163975261124,,
2019-01-07,AAPL,35.19819641113281,-0.002225987531225715,,
2019-01-08,AAPL,35.86918640136719,0.01906319239761234,,
2019-01-09,AAPL,36.47830581665039,0.016981690314001208,,
2019-01-10,AAPL,36.59490966796875,0.003196525954479279,,
2019-01-11,AAPL,36.23561096191406,-0.009818270063095103,,
2019-01-14,AAPL,35.69072341918945,-0.015037349399112387,,
2019-01-15,AAPL,36.42121124267578,0.02046716215041955,,
2019-01-16,AAPL,36.86614990234375,0.01221647069075571,,
2019-01-17,AAPL,37.085052490234375,0.005937766446197479,,
2019-01-18,AAPL,37.313472747802734,0.006159361851476586,,
2019-01-22,AAPL,36.47593307495117,-0.02244603922321553,,
2019-01-23,AAPL,36.62345886230469,0.004044469186035071,,
2019-01-24,AAPL,36.33317184448242,-0.007926258929110808,,
2019-01-25,AAPL,37.53712844848633,0.033136567574040265,,
2019-01-28,AAPL,37.18973922729492,-0.009254549709846405,,
2019-01-29,AAPL,36.80427932739258,-0.010364684128234991,,
2019-01-30,AAPL,39.31928634643555,0.06833463567295306,,
2019-01-31,AAPL,39.60243606567383,0.007201293450331159,,
2019-02-01,AAPL,39.62147521972656,0.00048075714385764634,,
2019-02-04,AAPL,40.746925354003906,0.028405053775408362,,
2019-02-05,AAPL,41.44408416748047,0.017109482676784582,,
2019-02-06,AAPL,41.45836639404297,0.00034461436051480554,,
2019-02-07,AAPL,40.673160552978516,-0.018939623274140338,,
2019-02-08,AAPL,40.7209587097168,0.0011751768509855598,,
2019-02-11,AAPL,40.48677444458008,-0.005750951661185666,,
2019-02-12,AAPL,40.83565902709961,0.0086172481583362,,
2019-02-13,AAPL,40.66599655151367,-0.004154762764410069,,
2019-02-14,AAPL,40.81414031982422,0.0036429395778581064,,
2019-02-15,AAPL,40.723350524902344,-0.002224469122966588,,
2019-02-19,AAPL,40.84521484375,0.002992492446640238,,
2019-02-20,AAPL,41.108062744140625,0.006435218945380239,,
2019-02-21,AAPL,40.87628936767578,-0.005638148844605451,,
2019-02-22,AAPL,41.332706451416016,0.011165814970014454,,
2019-02-25,AAPL,41.6337776184082,0.007284090320726522,,
2019-02-26,AAPL,41.657676696777344,0.0005740309848456526,,
2019-02-27,AAPL,41.786712646484375,0.003097531114043539,,
2019-02-28,AAPL,41.37571716308594,-0.009835554351342757,,
2019-03-01,AAPL,41.810604095458984,0.01051068022963575,,
2019-03-04,AAPL,42.020896911621094,0.005029652661367567,,
2019-03-05,AAPL,41.944419860839844,-0.0018199766402439144,,
2019-03-06,AAPL,41.70308303833008,-0.0057537289420250826,,
2019-03-07,AAPL,41.22037124633789,-0.011574966568982825,,
2019-03-08,AAPL,41.318355560302734,0.002377084703562682,,
2019-03-11,AAPL,42.74970626831055,0.034642005679988985,,
2019-03-12,AAPL,43.230018615722656,0.011235453745518598,,
2019-03-13,AAPL,43.42118835449219,0.004422152589589778,,
2019-03-14,AAPL,43.90388870239258,0.01111670053706515,39.44904411315918,
2019-03-15,AAPL,44.47499465942383,0.013008095043756995,39.58703987121582,
2019-03-18,AAPL,44.929019927978516,0.010208551390089582,39.8089714050293,
2019-03-19,AAPL,44.572975158691406,-0.007924605741630897,39.99489646911621,
2019-03-20,AAPL,44.96247100830078,0.008738385719657904,40.19018196105957,
2019-03-21,AAPL,46.61845397949219,0.03683033725805873,40.40516731262207,
2019-03-22,AAPL,45.65306091308594,-0.02070838871728642,40.58866241455078,
2019-03-25,AAPL,45.101078033447266,-0.012090818635130174,40.758785781860354,
2019-03-26,AAPL,44.635093688964844,-0.010332000138374653,40.926775436401364,
2019-03-27,AAPL,45.03654861450195,0.008994154427782952,41.11369194030762,
2019-03-28,AAPL,45.09628677368164,0.0013264373274033403,41.28719345092773,
2019-03-29,AAPL,45.39020919799805,0.00651766354492711,41.45767463684082,
2019-04-01,AAPL,45.698463439941406,0.006791205579130821,41.62994285583496,
2019-04-02,AAPL,46.36277389526367,0.014536822582565057,41.81092887878418,
2019-04-03,AAPL,46.68059158325195,0.006855018828386905,42.01502204895019,
2019-04-04,AAPL,46.7618408203125,0.001740535719553682,42.21778968811035,
2019-04-05,AAPL,47.07487869262695,0.006694301738833008,42.43262382507324,
2019-04-08,AAPL,47.81563949584961,0.015735798451216754,42.63819404602051,
2019-04-09,AAPL,47.672264099121094,-0.0029985042182895105,42.84784454345703,
2019-04-10,AAPL,47.939903259277344,0.005614148293854315,43.070557022094725,
2019-04-11,AAPL,47.54083251953125,-0.008324396016983315,43.23498794555664,
2019-04-12,AAPL,47.52171325683594,-0.0004021650796177667,43.39337348937988,
2019-04-15,AAPL,47.60773849487305,0.0018102301483151617,43.55309875488281,
2019-04-16,AAPL,47.61252212524414,0.00010048010097363225,43.690410690307615,
2019-04-17,AAPL,48.5396842956543,0.01947307407852228,43.832322692871095,
2019-04-18,AAPL,48.71411895751953,0.0035936505232039284,43.97743774414062,
2019-04-22,AAPL,48.87422561645508,0.0032866582083761475,44.14145904541016,
2019-04-23,AAPL,49.57915496826172,0.014423335468036536,44.31862297058105,
2019-04-24,AAPL,49.50269317626953,-0.0015422165230757345,44.498941345214845,
2019-04-25,AAPL,49.053443908691406,-0.009075249016824882,44.66329704284668,
2019-04-26,AAPL,48.819278717041016,-0.004773674853212562,44.826362686157225,
2019-04-29,AAPL,48.893341064453125,0.0015170717257291244,44.98794670104981,
2019-04-30,AAPL,47.95184326171875,-0.019256155996646984,45.13251655578613,
2019-05-01,AAPL,50.30559158325195,0.04908566931799818,45.32172409057617,
2019-05-02,AAPL,49.97822189331055,-0.0065076203188990656,45.49912727355957,
2019-05-03,AAPL,50.599510192871094,0.012431180542733733,45.69359169006348,
2019-05-06,AAPL,49.81810760498047,-0.015442888378012665,45.863299713134765,
